OrderID,Date,Product,Category,Region,Quantity,UnitPrice,TotalSales,Cost,Profit
1068,2023-11-06,Product B,Electronics,South,7,155.67,1089.6899999999998,640.9777118578238,448.712288142176
1069,2023-07-10,Product D,Electronics,East,8,55.11,440.88,248.25757352858423,192.62242647141576
1070,2023-08-06,Product A,Groceries,North,6,303.53,1821.1799999999998,1328.7493352972958,492.430664702704
1071,2023-02-13,Product A,Groceries,West,9,315.59,2840.31,1635.7569739137614,1204.5530260862386
1072,2023-06-11,Product B,Furniture,East,3,327.77,983.31,746.9898440991177,236.32015590088224
1073,2023-07-21,Product A,Clothing,South,10,141.03,1410.3,748.6616723159068,661.6383276840932
1074,2023-09-27,Product B,Groceries,West,4,17.4,69.6,37.42994450040099,32.170055499599
1075,2023-12-17,Product D,Groceries,North,6,482.86,2897.16,2299.6076158125898,597.5523841874101
1076,2023-10-31,Product D,Clothing,East,8,132.94,1063.52,746.7523435264346,316.76765647356535
1077,2023-09-28,Product C,Groceries,East,5,341.25,1706.25,1286.6253980045703,419.62460199542966
1078,2023-08-03,Product D,Groceries,East,3,356.25,1068.75,638.3631066133305,430.3868933866695
1079,2023-09-09,Product B,Furniture,West,6,308.9,1853.3999999999999,1302.8384944084464,550.5615055915534
1080,2023-07-09,Product D,Electronics,South,4,163.32,653.28,443.1018902832481,210.17810971675186
1081,2023-10-23,Product C,Electronics,South,9,142.84,1285.56,875.3957005275768,410.1642994724232
1082,2023-08-01,Product A,Electronics,East,3,302.86,908.58,640.330602626035,268.24939737396505
1083,2023-07-27,Product B,Electronics,North,4,434.39,1737.56,1168.696325458659,568.863674541341
1084,2023-08-25,Product A,Groceries,North,7,473.9,3317.2999999999997,2085.64857930632,1231.65142069368
1085,2023-12-04,Product C,Clothing,South,7,61.89,433.23,252.4763966659453,180.75360333405473
1086,2023-02-22,Product C,Clothing,North,4,85.87,343.48,250.93769466262,92.54230533738001
1087,2023-10-07,Product C,Furniture,South,6,472.92,2837.52,1611.3757636747923,1226.1442363252077
1088,2023-08-05,Product A,Furniture,East,3,370.9,1112.6999999999998,787.4647909374049,325.2352090625949
1089,2023-09-09,Product A,Groceries,South,6,442.67,2656.02,1513.9309930839192,1142.0890069160807
1090,2023-07-07,Product A,Clothing,South,2,109.29,218.58,150.2954005645934,68.28459943540662
1091,2023-02-10,Product A,Clothing,East,8,297.92,2383.36,1725.8469376233927,657.5130623766074
1092,2023-06-06,Product C,Electronics,North,2,353.56,707.12,399.9570895370776,307.1629104629224
1093,2023-01-15,Product C,Groceries,South,7,343.25,2402.75,1244.5836298433524,1158.1663701566476
1094,2023-10-28,Product B,Groceries,South,9,209.99,1889.91,1019.2135759866359,870.6964240133642
1095,2023-03-06,Product B,Electronics,East,1,17.54,17.54,11.958756041780136,5.581243958219863
1096,2023-12-11,Product A,Groceries,North,8,295.63,2365.04,1785.212418574034,579.827581425966
1097,2023-11-23,Product D,Groceries,South,7,134.02,938.1400000000001,481.7339953621403,456.4060046378598
1098,2023-01-09,Product D,Furniture,East,6,230.62,1383.72,996.6179340483321,387.1020659516679
1099,2023-12-10,Product C,Clothing,South,6,479.21,2875.2599999999998,1732.0439549863038,1143.216045013696
1100,2023-05-09,Product C,Groceries,West,6,205.53,1233.18,793.6234845652071,439.5565154347929
1101,2023-05-16,Product C,Furniture,East,9,421.5,3793.5,2953.8386107017463,839.6613892982537
1102,2023-03-04,Product B,Clothing,North,2,102.38,204.76,122.77234559291351,81.98765440708648
1103,2023-05-19,Product B,Electronics,North,1,339.51,339.51,217.15096273253846,122.35903726746153
1104,2023-03-22,Product C,Furniture,North,6,488.73,2932.38,1478.2266118187779,1454.1533881812222
1105,2023-06-12,Product C,Furniture,North,10,59.93,599.3,314.3206338696699,284.97936613033005
1106,2023-10-16,Product C,Clothing,South,8,14.08,112.64,65.05832704762662,47.58167295237338
1107,2023-09-18,Product D,Electronics,South,3,222.46,667.38,339.2664085437506,328.1135914562494
1108,2023-08-19,Product B,Furniture,North,10,55.39,553.9,381.86563792943787,172.0343620705621
1109,2023-02-10,Product D,Groceries,North,1,376.71,376.71,236.54355749722177,140.1664425027782
1110,2023-01-28,Product D,Groceries,North,9,458.13,4123.17,2739.6137566596294,1383.5562433403707
1111,2023-05-15,Product C,Groceries,South,1,222.67,222.67,123.00160666506069,99.6683933349393
1112,2023-07-20,Product C,Electronics,North,3,136.77,410.31000000000006,241.58216129944145,168.7278387005586
1113,2023-11-24,Product A,Furniture,North,8,222.86,1782.88,1246.495813917628,536.384186082372
1114,2023-09-25,Product A,Groceries,West,3,364.49,1093.47,863.39387076244,230.07612923756005
1115,2023-02-02,Product D,Electronics,West,4,14.44,57.76,29.75362185297908,28.006378147020918
1116,2023-02-17,Product B,Groceries,North,8,298.83,2390.64,1833.8965118428303,556.7434881571696
1117,2023-03-03,Product C,Clothing,East,1,310.51,310.51,208.993214545743,101.51678545425699
1118,2023-08-04,Product C,Furniture,North,6,322.47,1934.8200000000002,1294.7348568450348,640.0851431549654
1119,2023-10-20,Product D,Furniture,West,1,128.59,128.59,83.59424505270977,44.99575494729024
1120,2023-04-09,Product A,Electronics,East,1,359.89,359.89,187.43727127281696,172.45272872718303
1121,2023-06-21,Product B,Electronics,East,8,54.78,438.24,230.93628945145653,207.30371054854348
1122,2023-12-26,Product A,Furniture,North,4,107.64,430.56,292.89860194697286,137.66139805302714
1123,2023-08-02,Product A,Groceries,West,1,439.96,439.96,264.98243992663646,174.97756007336352
1124,2023-02-04,Product A,Groceries,West,10,371.97,3719.7000000000003,2883.4386081746998,836.2613918253005
1125,2023-08-15,Product A,Clothing,East,7,16.74,117.17999999999999,72.8832837503349,44.296716249665096
1126,2023-04-11,Product C,Groceries,North,5,131.7,658.5,357.55525216670674,300.94474783329326
1127,2023-05-11,Product C,Electronics,South,5,115.06,575.3,411.00332347411637,164.29667652588358
1128,2023-09-14,Product A,Electronics,South,1,142.7,142.7,83.90845997188963,58.79154002811036
1129,2023-01-05,Product B,Groceries,West,10,131.3,1313.0,863.4827540674863,449.5172459325137
1130,2023-08-06,Product D,Electronics,South,6,40.64,243.84,172.96786392527423,70.87213607472577
1131,2023-09-12,Product B,Furniture,West,9,234.88,2113.92,1627.8858929856844,486.0341070143156
1132,2023-12-25,Product B,Furniture,West,9,369.04,3321.36,2450.0256440299486,871.3343559700515
1133,2023-10-10,Product B,Groceries,West,8,307.3,2458.4,1728.0298147774915,730.3701852225086
1134,2023-07-26,Product A,Furniture,South,5,339.71,1698.55,1195.5922825871814,502.9577174128185
1135,2023-01-15,Product C,Furniture,West,1,49.76,49.76,39.00076308611099,10.759236913889005
1136,2023-12-12,Product B,Clothing,East,9,476.23,4286.07,2523.4118368670934,1762.6581631329063
1137,2023-02-11,Product A,Clothing,North,1,420.86,420.86,210.57041078902222,210.2895892109778
1138,2023-06-28,Product B,Furniture,North,8,404.49,3235.92,1881.9669593543458,1353.9530406456543
1139,2023-03-04,Product B,Groceries,West,5,413.26,2066.3,1168.2186873168225,898.0813126831777
1140,2023-12-18,Product A,Clothing,North,3,467.03,1401.09,978.7319456572116,422.35805434278836
1141,2023-08-19,Product C,Electronics,South,7,276.68,1936.76,1336.5841833885659,600.1758166114341
1142,2023-08-29,Product C,Electronics,South,7,108.14,756.98,513.2615192439465,243.7184807560535
1143,2023-02-21,Product D,Electronics,North,9,312.22,2809.9800000000005,1418.6831251649105,1391.29687483509
1144,2023-04-06,Product A,Groceries,South,7,374.01,2618.0699999999997,1881.432588304682,736.6374116953177
1145,2023-08-10,Product D,Furniture,North,3,371.58,1114.74,665.5656876042231,449.17431239577695
1146,2023-08-19,Product D,Electronics,North,1,265.51,265.51,185.72870469234516,79.78129530765483
1147,2023-08-25,Product D,Groceries,North,8,43.54,348.32,232.32021946476098,115.99978053523901
1148,2023-05-23,Product C,Clothing,West,3,191.85,575.55,346.95263523900957,228.5973647609904
1149,2023-06-20,Product A,Furniture,North,8,461.18,3689.44,1993.6733188713738,1695.7666811286263
1150,2023-01-29,Product D,Clothing,West,8,296.38,2371.04,1252.681294932672,1118.358705067328
1151,2023-02-05,Product A,Groceries,North,5,273.78,1368.8999999999999,1025.9296338591969,342.970366140803
1152,2023-01-13,Product A,Electronics,North,1,141.74,141.74,109.92210028439203,31.81789971560798
1153,2023-06-09,Product C,Electronics,North,10,190.54,1905.3999999999999,1324.131843291409,581.2681567085908
1154,2023-11-23,Product D,Groceries,South,7,448.72,3141.04,1667.9872076424117,1473.0527923575883
1155,2023-07-06,Product D,Electronics,West,10,336.57,3365.7,2088.7809011642253,1276.9190988357745
1156,2023-08-31,Product A,Furniture,West,5,395.82,1979.1,1422.343071278435,556.7569287215649
1157,2023-03-27,Product B,Groceries,North,8,232.63,1861.04,1365.9033573934291,495.13664260657083
1158,2023-10-11,Product C,Clothing,North,9,318.82,2869.38,1536.4542451288812,1332.925754871119
1159,2023-03-07,Product C,Groceries,South,7,131.71,921.97,460.9934965561632,460.9765034438368
1160,2023-06-19,Product C,Furniture,South,7,355.68,2489.76,1776.7950994055088,712.9649005944914
1161,2023-02-14,Product C,Furniture,South,1,219.52,219.52,133.24399776574757,86.27600223425245
1162,2023-03-03,Product D,Groceries,West,4,226.85,907.4,522.9749080931228,384.4250919068771
1163,2023-05-14,Product D,Groceries,West,2,328.17,656.34,330.7095375964971,325.6304624035029
1164,2023-10-11,Product B,Electronics,West,2,468.78,937.56,620.7489335409934,316.8110664590065
1165,2023-01-28,Product C,Furniture,North,2,41.36,82.72,62.48215665033117,20.23784334966883
1166,2023-04-18,Product C,Groceries,West,4,414.12,1656.48,1304.129300825285,352.3506991747149
1167,2023-02-13,Product A,Groceries,East,1,153.27,153.27,102.64851857414966,50.62148142585035
1168,2023-12-06,Product D,Furniture,East,4,227.52,910.08,595.500289544857,314.5797104551431
1169,2023-10-13,Product C,Groceries,South,2,20.74,41.48,21.798441661028118,19.68155833897188
1170,2023-11-27,Product B,Electronics,West,5,157.51,787.55,523.4544324564623,264.09556754353764
1171,2023-05-08,Product B,Furniture,East,3,256.29,768.8700000000001,472.081354333237,296.7886456667631
1172,2023-12-14,Product D,Electronics,South,8,37.53,300.24,204.80588901974554,95.43411098025447
1173,2023-08-19,Product B,Electronics,West,4,250.64,1002.56,618.1964461981332,384.3635538018667
1174,2023-07-09,Product B,Electronics,North,1,464.28,464.28,265.60982311066084,198.67017688933913
1175,2023-08-13,Product D,Electronics,East,1,61.64,61.64,32.57609786952314,29.063902130476862
1176,2023-10-10,Product C,Furniture,North,10,384.58,3845.7999999999997,2286.2340062599924,1559.5659937400073
1177,2023-05-01,Product C,Electronics,West,3,210.74,632.22,334.4402391400209,297.77976085997915
1178,2023-04-26,Product B,Electronics,East,9,331.04,2979.36,1647.7919098220837,1331.5680901779165
1179,2023-08-21,Product B,Groceries,West,7,137.52,962.6400000000001,766.4547839085043,196.18521609149582
1180,2023-09-16,Product C,Furniture,North,2,88.15,176.3,111.63863712479107,64.66136287520894
1181,2023-12-25,Product D,Furniture,East,9,88.63,797.67,526.1124455964169,271.557554403583
1182,2023-07-17,Product B,Clothing,North,10,44.54,445.4,339.43290780986666,105.96709219013331
1183,2023-05-17,Product A,Furniture,West,2,100.97,201.94,161.28355512952686,40.65644487047314
1184,2023-11-14,Product D,Furniture,West,3,335.47,1006.4100000000001,679.1398946894943,327.27010531050576
1185,2023-06-14,Product B,Clothing,North,10,442.03,4420.299999999999,3287.563409348465,1132.7365906515342
1186,2023-08-13,Product B,Furniture,East,2,408.92,817.84,489.135634203052,328.704365796948
1187,2023-11-03,Product A,Furniture,North,3,345.72,1037.16,613.7116208718098,423.44837912819025
1188,2023-08-22,Product A,Furniture,West,6,64.11,384.65999999999997,238.80120399533024,145.85879600466973
1189,2023-06-21,Product C,Furniture,North,9,151.7,1365.3,958.1022497184999,407.1977502815
1190,2023-06-01,Product D,Clothing,West,9,161.81,1456.29,1026.1856805435925,430.10431945640744
1191,2023-11-11,Product D,Furniture,North,7,132.48,927.3599999999999,551.3821326349544,375.97786736504554
1192,2023-06-09,Product C,Furniture,East,3,262.35,787.0500000000001,424.97786123752013,362.07213876247994
1193,2023-04-06,Product D,Clothing,East,4,272.42,1089.68,751.5728658236008,338.1071341763993
1194,2023-08-21,Product D,Groceries,North,6,184.87,1109.22,597.3124838571065,511.90751614289354
1195,2023-06-29,Product D,Electronics,North,5,183.36,916.8000000000001,617.508579463395,299.2914205366051
1196,2023-04-23,Product D,Groceries,East,2,415.99,831.98,589.0640026300864,242.9159973699136
1197,2023-11-14,Product D,Clothing,West,6,396.75,2380.5,1690.5917001500977,689.9082998499023
1198,2023-02-21,Product A,Electronics,East,3,160.82,482.46,350.2860463526487,132.17395364735125
1199,2023-09-25,Product D,Clothing,West,8,457.76,3662.08,2789.9843091581565,872.0956908418434
1200,2023-10-22,Product A,Clothing,North,2,476.88,953.76,619.932266452901,333.827733547099
1201,2023-04-23,Product D,Furniture,North,1,170.1,170.1,122.31461614169402,47.78538385830598
1202,2023-04-11,Product C,Electronics,West,9,183.67,1653.03,1133.5683320225367,519.4616679774633
1203,2023-04-23,Product B,Furniture,North,3,257.76,773.28,429.9374797940256,343.3425202059744
1204,2023-03-22,Product A,Electronics,West,1,471.15,471.15,239.20610285406647,231.9438971459335
1205,2023-07-06,Product D,Clothing,South,7,439.4,3075.7999999999997,1800.4577182195337,1275.342281780466
1206,2023-04-23,Product C,Clothing,East,10,60.26,602.6,381.39163343171487,221.20836656828516
1207,2023-01-02,Product B,Groceries,South,5,202.44,1012.2,693.4903910852058,318.7096089147942
1208,2023-05-10,Product A,Electronics,West,5,281.15,1405.75,1061.3240986564645,344.42590134353554
1209,2023-08-08,Product B,Furniture,East,1,256.53,256.53,143.36787411198978,113.1621258880102
1210,2023-02-23,Product C,Groceries,West,9,104.99,944.91,508.04497559189093,436.86502440810904
1211,2023-12-09,Product A,Groceries,East,7,430.82,3015.74,2379.5515050388685,636.1884949611313
1212,2023-08-12,Product B,Groceries,East,8,341.7,2733.6,1455.4051822534038,1278.194817746596
1213,2023-08-13,Product D,Furniture,East,9,420.58,3785.22,2435.96819051734,1349.2518094826596
1214,2023-05-06,Product A,Groceries,East,6,430.79,2584.7400000000002,1746.42899770836,838.3110022916403
1215,2023-05-10,Product B,Furniture,West,5,376.69,1883.45,1247.6204959174343,635.8295040825658
1216,2023-02-22,Product C,Groceries,East,6,225.21,1351.26,710.5055437537005,640.7544562462995
1217,2023-06-21,Product C,Furniture,East,2,309.17,618.34,319.74860660149943,298.5913933985006
1218,2023-08-06,Product A,Clothing,South,4,88.58,354.32,188.37246640539826,165.94753359460174
1219,2023-06-09,Product B,Clothing,North,3,340.09,1020.27,689.3722638674132,330.89773613258683
1220,2023-07-17,Product A,Clothing,North,7,97.83,684.81,454.2368467502578,230.57315324974212
1221,2023-09-04,Product A,Clothing,South,9,350.04,3150.36,1796.0902924802635,1354.2697075197366
1222,2023-11-20,Product B,Clothing,South,5,122.5,612.5,423.4409985641275,189.05900143587252
1223,2023-07-22,Product B,Groceries,West,6,67.6,405.59999999999997,302.5858136501314,103.01418634986857
1224,2023-07-03,Product D,Groceries,West,10,90.99,909.9,466.29980866932476,443.6001913306752
1225,2023-05-03,Product B,Groceries,West,2,10.98,21.96,14.261680068094504,7.6983199319054965
1226,2023-09-12,Product C,Furniture,South,3,362.18,1086.54,767.9590005498172,318.58099945018273
1227,2023-10-21,Product A,Furniture,South,3,368.88,1106.6399999999999,637.0855412917196,469.5544587082803
1228,2023-10-07,Product A,Furniture,East,9,262.32,2360.88,1398.423052466547,962.4569475334531
1229,2023-11-21,Product C,Furniture,West,7,89.07,623.49,426.52412884045526,196.96587115954475
1230,2023-04-08,Product B,Clothing,West,8,50.94,407.52,313.5379772352575,93.98202276474251
1231,2023-07-17,Product C,Clothing,West,10,19.37,193.70000000000002,143.9147080638015,49.78529193619852
1232,2023-08-28,Product C,Clothing,North,9,91.22,820.98,554.1114741829128,266.8685258170872
1233,2023-05-24,Product D,Electronics,East,6,446.52,2679.12,1926.4654825433404,752.6545174566595
1234,2023-04-07,Product C,Groceries,West,4,128.35,513.4,312.88995686140515,200.51004313859482
1235,2023-07-20,Product A,Furniture,West,1,183.59,183.59,127.09745839109527,56.49254160890473
1236,2023-05-04,Product C,Furniture,West,8,61.62,492.96,315.42266314867214,177.53733685132784
1237,2023-07-06,Product A,Clothing,North,7,118.96,832.7199999999999,463.809085865282,368.9109141347179
1238,2023-11-22,Product A,Furniture,North,2,264.42,528.84,375.7521806271746,153.08781937282544
1239,2023-12-15,Product A,Furniture,South,8,307.8,2462.4,1642.271556902322,820.1284430976782
1240,2023-09-16,Product B,Groceries,East,5,130.22,651.1,395.599553602995,255.50044639700502
1241,2023-05-28,Product D,Clothing,South,7,38.29,268.03,207.2948729350326,60.73512706496737
1242,2023-09-09,Product A,Groceries,East,4,201.61,806.44,408.2846329940573,398.15536700594276
1243,2023-12-12,Product A,Electronics,North,5,124.76,623.8000000000001,370.99378752483074,252.80621247516933
1244,2023-05-27,Product B,Electronics,West,8,117.58,940.64,486.3714754016696,454.2685245983304
1245,2023-05-28,Product A,Electronics,South,1,480.33,480.33,350.62081974022027,129.7091802597797
1246,2023-12-18,Product C,Clothing,West,1,311.99,311.99,221.71015138268868,90.27984861731133
1247,2023-07-18,Product C,Furniture,South,4,282.87,1131.48,678.2155225367304,453.2644774632696
1248,2023-11-04,Product D,Clothing,North,3,213.73,641.1899999999999,450.563488879846,190.62651112015396
1249,2023-05-08,Product A,Clothing,North,10,220.18,2201.8,1362.432375391473,839.3676246085272
1250,2023-02-08,Product B,Furniture,North,2,275.04,550.08,399.8400256756958,150.23997432430423
1251,2023-12-04,Product C,Groceries,South,3,351.25,1053.75,670.4538103826412,383.2961896173588
1252,2023-12-26,Product B,Electronics,East,1,354.05,354.05,220.81529129164036,133.23470870835965
1253,2023-05-09,Product B,Groceries,South,1,94.13,94.13,73.46083808347413,20.669161916525866
1254,2023-09-24,Product C,Electronics,East,6,255.06,1530.3600000000001,880.3606017926197,649.9993982073804
1255,2023-05-31,Product B,Clothing,South,5,211.86,1059.3000000000002,567.9269601775087,491.3730398224915
1256,2023-10-25,Product C,Electronics,South,8,436.56,3492.48,2358.691539658918,1133.788460341082
1257,2023-04-09,Product B,Clothing,North,2,319.4,638.8,505.16083210614005,133.6391678938599
1258,2023-09-20,Product C,Groceries,West,4,270.93,1083.72,664.7015738101281,419.0184261898719
1259,2023-09-09,Product A,Clothing,West,8,66.54,532.32,276.06702300446193,256.2529769955381
1260,2023-05-24,Product D,Groceries,East,6,306.76,1840.56,1107.6335108397893,732.9264891602106
1261,2023-12-12,Product C,Furniture,West,1,67.43,67.43,43.94949143523036,23.48050856476965
1262,2023-04-22,Product C,Furniture,South,4,175.23,700.92,384.5085221425954,316.4114778574046
1263,2023-03-01,Product D,Furniture,South,1,79.99,79.99,55.78747892670164,24.202521073298357
1264,2023-01-02,Product C,Clothing,North,2,349.12,698.24,558.1205600147448,140.1194399852552
1265,2023-10-31,Product C,Furniture,North,5,111.06,555.3,352.90527930374867,202.39472069625128
1266,2023-09-11,Product B,Electronics,West,8,202.01,1616.08,980.0209177881686,636.0590822118313
1267,2023-05-20,Product D,Groceries,East,8,448.88,3591.04,2227.203407380773,1363.8365926192268
1268,2023-02-06,Product A,Groceries,West,3,110.12,330.36,176.59190744839162,153.7680925516084
1269,2023-06-09,Product C,Electronics,West,4,258.82,1035.28,791.9706482253623,243.30935177463766
1270,2023-01-09,Product D,Clothing,West,10,215.44,2154.4,1345.3101176765604,809.0898823234397
1271,2023-08-21,Product B,Clothing,West,6,18.88,113.28,69.8011335978618,43.478866402138195
1272,2023-04-09,Product A,Groceries,South,10,398.45,3984.5,2780.8107677474427,1203.6892322525573
1273,2023-05-27,Product D,Furniture,East,3,43.83,131.49,83.18189235547004,48.30810764452997
1274,2023-10-31,Product A,Clothing,South,2,242.38,484.76,336.6512969017874,148.10870309821257
1275,2023-07-27,Product A,Clothing,East,6,284.73,1708.38,885.6820839400904,822.6979160599097
1276,2023-05-11,Product A,Electronics,North,5,317.93,1589.65,1182.8855940044118,406.7644059955883
1277,2023-06-01,Product C,Electronics,West,10,347.43,3474.3,2717.4278650466727,756.8721349533275
1278,2023-02-23,Product C,Furniture,South,5,134.1,670.5,465.7491574259605,204.7508425740395
1279,2023-04-30,Product B,Clothing,East,10,14.89,148.9,117.0904600421231,31.809539957876908
1280,2023-06-10,Product B,Clothing,North,5,364.49,1822.45,994.0183463970619,828.4316536029381
1281,2023-04-26,Product D,Electronics,North,10,272.47,2724.7000000000003,1752.594767443136,972.1052325568642
1282,2023-03-16,Product B,Clothing,West,5,419.7,2098.5,1428.1174293553563,670.3825706446437
1283,2023-04-23,Product A,Groceries,East,3,412.48,1237.44,834.679259095462,402.760740904538
1284,2023-04-14,Product A,Electronics,South,7,423.23,2962.61,1838.1174044040972,1124.492595595903
1285,2023-12-06,Product C,Furniture,West,6,247.7,1486.1999999999998,893.8383147600413,592.3616852399585
1286,2023-09-11,Product A,Electronics,South,4,173.48,693.92,373.36171771845596,320.558282281544
1287,2023-08-15,Product D,Clothing,North,2,397.86,795.72,491.3751908284249,304.34480917157515
1288,2023-04-22,Product A,Furniture,South,9,231.13,2080.17,1141.5936443273931,938.576355672607
